StationName,DateTime,Temp,Tmin,Tmax,SnowDep,Rn_1,Rn24,Rn15,Precip,Prec_24,Prec_1
FWx Martins Gulch,2020-01-30 9:15,2.1,,,,,,0,,,
FWx Martins Gulch,2020-01-30 9:30,2.6,,,,,,0,,,
FWx Martins Gulch,2020-01-30 9:45,2.9,,,,,,0,,,
FWx Martins Gulch,2020-01-30 10:00,2.9,2,3,0.012,0,8.64,0,1349,13,0
FWx Martins Gulch,2020-01-30 10:15,3,,,,,,0,,,
FWx Martins Gulch,2020-01-30 10:30,3.1,,,,,,0,,,
FWx Martins Gulch,2020-01-30 10:45,3,,,,,,0,,,
FWx Martins Gulch,2020-01-30 11:00,3,2.9,3.1,0.011,0,2.29,0,1349,7,0
FWx Martins Gulch,2020-01-30 11:15,2.9,,,,,,0,,,
FWx Martins Gulch,2020-01-30 11:30,3,,,,,,0,,,
FWx Martins Gulch,2020-01-30 11:45,3.2,,,,,,0,,,
FWx Martins Gulch,2020-01-30 12:00,3.3,2.9,3.3,0.01,0,0,0,1348,5,-1
FWx Martins Gulch,2020-01-30 12:15,3.4,,,,,,0,,,
FWx Martins Gulch,2020-01-30 12:30,3.7,,,,,,0,,,
FWx Martins Gulch,2020-01-30 12:45,4.1,,,,,,0,,,
FWx Martins Gulch,2020-01-30 13:00,4.1,3.3,4.1,0.01,0,0,0,1348,6,0
FWx Martins Gulch,2020-01-30 13:15,4,,,,,,0,,,
FWx Martins Gulch,2020-01-30 13:30,4.1,,,,,,0,,,
FWx Martins Gulch,2020-01-30 13:45,4.3,,,,,,0,,,
FWx Martins Gulch,2020-01-30 14:00,4.5,4,4.5,0.009,0,0,0,1348,7,0
FWx Martins Gulch,2020-01-30 14:15,4.5,,,,,,0,,,
FWx Martins Gulch,2020-01-30 14:30,4.5,,,,,,0,,,
FWx Martins Gulch,2020-01-30 14:45,4.5,,,,,,0,,,
FWx Martins Gulch,2020-01-30 15:00,4.4,4.4,4.5,0.009,0,0,0,1348,6,0
FWx Martins Gulch,2020-01-30 15:15,4.1,,,,,,0.25,,,
FWx Martins Gulch,2020-01-30 15:30,4.2,,,,,,0,,,
FWx Martins Gulch,2020-01-30 15:45,4.1,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 16:00,4,4,4.4,0.011,1.78,1.78,0.76,1350,8,2
FWx Martins Gulch,2020-01-30 16:15,3.9,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 16:30,3.8,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 16:45,3.8,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 17:00,4,3.8,4,0.012,2.54,4.32,0.51,1352,9,2
FWx Martins Gulch,2020-01-30 17:15,4.1,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 17:30,4.1,,,,,,1.02,,,
FWx Martins Gulch,2020-01-30 17:45,4.2,,,,,,1.02,,,
FWx Martins Gulch,2020-01-30 18:00,4.1,4,4.2,0.014,3.81,8.13,1.02,1356,12,4
FWx Martins Gulch,2020-01-30 18:15,4,,,,,,1.27,,,
FWx Martins Gulch,2020-01-30 18:30,4,,,,,,1.27,,,
FWx Martins Gulch,2020-01-30 18:45,4,,,,,,1.27,,,
FWx Martins Gulch,2020-01-30 19:00,4,4,4.1,0.014,4.83,12.95,1.02,1361,14,5
FWx Martins Gulch,2020-01-30 19:15,4,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 19:30,4,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 19:45,3.8,,,,,,0.76,,,
FWx Martins Gulch,2020-01-30 20:00,3.9,3.8,4,0.014,3.05,16,0.76,1364,16,3
FWx Martins Gulch,2020-01-30 20:15,3.9,,,,,,1.02,,,
FWx Martins Gulch,2020-01-30 20:30,3.9,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 20:45,4,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 21:00,4.2,3.9,4.2,0.013,2.54,18.54,0.51,1366,18,2
FWx Martins Gulch,2020-01-30 21:15,4.5,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 21:30,6.1,,,,,,0.25,,,
FWx Martins Gulch,2020-01-30 21:45,6.3,,,,,,0.25,,,
FWx Martins Gulch,2020-01-30 22:00,6.6,4.2,6.6,0.014,1.27,19.81,0.25,1366,17,0
FWx Martins Gulch,2020-01-30 22:15,6.9,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 22:30,7,,,,,,0,,,
FWx Martins Gulch,2020-01-30 22:45,7.1,,,,,,0.51,,,
FWx Martins Gulch,2020-01-30 23:00,7.3,6.6,7.3,0.013,1.27,21.08,0.25,1367,18,1
FWx Martins Gulch,2020-01-30 23:15,7.4,,,,,,0.25,,,
FWx Martins Gulch,2020-01-30 23:30,7.5,,,,,,0.25,,,
FWx Martins Gulch,2020-01-30 23:45,7.5,,,,,,0.25,,,
FWx Martins Gulch,2020-01-31 0:00,7.7,7.3,7.7,0.013,1.02,22.1,0.25,1367,18,0
FWx Martins Gulch,2020-01-31 0:15,7.7,,,,,,0.25,,,
FWx Martins Gulch,2020-01-31 0:30,7.8,,,,,,0.25,,,
FWx Martins Gulch,2020-01-31 0:45,7.8,,,,,,0,,,
FWx Martins Gulch,2020-01-31 1:00,7.9,7.7,7.9,0.013,0.76,22.86,0.25,1368,19,1
FWx Martins Gulch,2020-01-31 1:15,7.8,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 1:30,7.8,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 1:45,7.7,,,,,,0.25,,,
FWx Martins Gulch,2020-01-31 2:00,7.7,7.7,7.9,0.014,2.03,24.89,0.76,1370,21,2
FWx Martins Gulch,2020-01-31 2:15,7.6,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 2:30,7.5,,,,,,0.25,,,
FWx Martins Gulch,2020-01-31 2:45,7.5,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 3:00,7.6,7.5,7.7,0.013,2.03,26.92,0.51,1372,23,2
FWx Martins Gulch,2020-01-31 3:15,7.5,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 3:30,7.4,,,,,,1.27,,,
FWx Martins Gulch,2020-01-31 3:45,7.3,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 4:00,7.3,7.3,7.5,0.015,4.06,30.99,1.02,1375,26,3
FWx Martins Gulch,2020-01-31 4:15,7.3,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 4:30,7.3,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 4:45,7.3,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 5:00,7.3,7.2,7.4,0.015,4.32,35.3,1.27,1380,31,5
FWx Martins Gulch,2020-01-31 5:15,7.2,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 5:30,7.3,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 5:45,7.2,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 6:00,7.3,7.2,7.3,0.015,3.3,38.61,0.76,1383,34,3
FWx Martins Gulch,2020-01-31 6:15,7.3,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 6:30,7.4,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 6:45,7.5,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 7:00,7.6,7.3,7.6,0.015,3.56,42.16,1.27,1386,37,3
FWx Martins Gulch,2020-01-31 7:15,7.5,,,,,,1.27,,,
FWx Martins Gulch,2020-01-31 7:30,7.4,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 7:45,7.5,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 8:00,7.5,7.4,7.6,0.015,4.83,46.99,1.52,1390,41,4
FWx Martins Gulch,2020-01-31 8:15,7.3,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 8:30,7.3,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 8:45,7.1,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 9:00,7,7,7.5,0.014,3.56,50.55,1.02,1394,45,4
FWx Martins Gulch,2020-01-31 9:15,7.1,,,,,,1.52,,,
FWx Martins Gulch,2020-01-31 9:30,7.2,,,,,,1.52,,,
FWx Martins Gulch,2020-01-31 9:45,7.4,,,,,,1.02,,,
FWx Martins Gulch,2020-01-31 10:00,7.5,7,7.5,0.017,5.84,56.39,1.78,1399,50,5
FWx Martins Gulch,2020-01-31 10:15,7.8,,,,,,1.27,,,
FWx Martins Gulch,2020-01-31 10:30,7.9,,,,,,1.78,,,
FWx Martins Gulch,2020-01-31 10:45,8.1,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 11:00,8.6,7.5,8.6,0.017,7.88,64.26,2.29,1405,56,6
FWx Martins Gulch,2020-01-31 11:15,9,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 11:30,9.3,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 11:45,9.7,,,,,,0,,,
FWx Martins Gulch,2020-01-31 12:00,9.9,8.6,9.9,0.014,3.3,67.56,0,1408,60,3
FWx Martins Gulch,2020-01-31 12:15,10.1,,,,,,0,,,
FWx Martins Gulch,2020-01-31 12:30,10.3,,,,,,0,,,
FWx Martins Gulch,2020-01-31 12:45,10.4,,,,,,0,,,
FWx Martins Gulch,2020-01-31 13:00,10.4,9.9,10.5,0.011,0.51,68.07,0.51,1407,59,-1
FWx Martins Gulch,2020-01-31 13:15,10.3,,,,,,1.78,,,
FWx Martins Gulch,2020-01-31 13:30,10.2,,,,,,3.05,,,
FWx Martins Gulch,2020-01-31 13:45,10.1,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 14:00,10.1,10.1,10.4,0.016,10.92,79,3.56,1420,72,13
FWx Martins Gulch,2020-01-31 14:15,9.9,,,,,,4.57,,,
FWx Martins Gulch,2020-01-31 14:30,10,,,,,,4.82,,,
FWx Martins Gulch,2020-01-31 14:45,10,,,,,,4.57,,,
FWx Martins Gulch,2020-01-31 15:00,9.9,9.9,10.1,0.016,15.49,94.49,1.52,1435,87,15
FWx Martins Gulch,2020-01-31 15:15,9.9,,,,,,2.79,,,
FWx Martins Gulch,2020-01-31 15:30,10,,,,,,3.3,,,
FWx Martins Gulch,2020-01-31 15:45,9.9,,,,,,3.3,,,
FWx Martins Gulch,2020-01-31 16:00,9.8,9.8,10,0.017,11.18,103.89,1.78,1446,96,11
FWx Martins Gulch,2020-01-31 16:15,9.6,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 16:30,9.5,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 16:45,9.5,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 17:00,9.5,9.4,9.7,0.014,2.29,103.63,0.51,1448,96,2
FWx Martins Gulch,2020-01-31 17:15,9.5,,,,,,0,,,
FWx Martins Gulch,2020-01-31 17:30,9.6,,,,,,0,,,
FWx Martins Gulch,2020-01-31 17:45,9.5,,,,,,0.76,,,
FWx Martins Gulch,2020-01-31 18:00,9.4,9.4,9.6,0.016,1.78,101.6,1.02,1449,93,1
FWx Martins Gulch,2020-01-31 18:15,9.4,,,,,,0.51,,,
FWx Martins Gulch,2020-01-31 18:30,9.4,,,,,,5.33,,,
FWx Martins Gulch,2020-01-31 18:45,9.2,,,,,,4.06,,,
FWx Martins Gulch,2020-01-31 19:00,9.1,9.1,9.5,0.015,15.49,112.27,5.59,1462,101,13
FWx Martins Gulch,2020-01-31 19:15,8.7,,,,,,5.08,,,
FWx Martins Gulch,2020-01-31 19:30,8.6,,,,,,4.32,,,
FWx Martins Gulch,2020-01-31 19:45,8.6,,,,,,3.56,,,
FWx Martins Gulch,2020-01-31 20:00,8.6,8.6,9.1,0.016,16.51,125.73,3.56,1482,118,20
FWx Martins Gulch,2020-01-31 20:15,8.6,,,,,,3.3,,,
FWx Martins Gulch,2020-01-31 20:30,8.6,,,,,,3.56,,,
FWx Martins Gulch,2020-01-31 20:45,8.6,,,,,,3.05,,,
FWx Martins Gulch,2020-01-31 21:00,8.6,8.6,8.6,0.017,12.95,136.15,3.05,1496,130,14
FWx Martins Gulch,2020-01-31 21:15,8.6,,,,,,3.56,,,
FWx Martins Gulch,2020-01-31 21:30,8.6,,,,,,2.79,,,
FWx Martins Gulch,2020-01-31 21:45,8.6,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 22:00,8.5,8.5,8.6,0.016,11.43,146.31,2.54,1506,140,10
FWx Martins Gulch,2020-01-31 22:15,8.4,,,,,,2.03,,,
FWx Martins Gulch,2020-01-31 22:30,8.4,,,,,,3.3,,,
FWx Martins Gulch,2020-01-31 22:45,8.5,,,,,,3.3,,,
FWx Martins Gulch,2020-01-31 23:00,8.5,8.4,8.5,0.017,11.68,156.72,3.05,1520,153,14
FWx Martins Gulch,2020-01-31 23:15,8.4,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 23:30,8.4,,,,,,2.54,,,
FWx Martins Gulch,2020-01-31 23:45,8.4,,,,,,3.56,,,
FWx Martins Gulch,2020-02-01 0:00,8.5,8.4,8.5,0.017,11.69,167.39,3.05,1531,164,11
FWx Martins Gulch,2020-02-01 0:15,8.5,,,,,,2.54,,,
FWx Martins Gulch,2020-02-01 0:30,8.7,,,,,,2.8,,,
FWx Martins Gulch,2020-02-01 0:45,8.9,,,,,,2.79,,,
FWx Martins Gulch,2020-02-01 1:00,9,8.4,9,0.016,10.41,177.04,2.29,1542,174,11
FWx Martins Gulch,2020-02-01 1:15,8.7,,,,,,1.02,,,
FWx Martins Gulch,2020-02-01 1:30,8.6,,,,,,1.78,,,
FWx Martins Gulch,2020-02-01 1:45,8.5,,,,,,1.52,,,
FWx Martins Gulch,2020-02-01 2:00,8.5,8.5,9,0.016,5.59,180.6,1.27,1546,176,4
FWx Martins Gulch,2020-02-01 2:15,8.6,,,,,,3.05,,,
FWx Martins Gulch,2020-02-01 2:30,8.5,,,,,,2.29,,,
FWx Martins Gulch,2020-02-01 2:45,8.4,,,,,,2.29,,,
FWx Martins Gulch,2020-02-01 3:00,8.5,8.4,8.6,0.016,9.4,187.96,1.78,1556,184,10
FWx Martins Gulch,2020-02-01 3:15,8.5,,,,,,2.03,,,
FWx Martins Gulch,2020-02-01 3:30,8.4,,,,,,0.76,,,
FWx Martins Gulch,2020-02-01 3:45,8.3,,,,,,0.76,,,
FWx Martins Gulch,2020-02-01 4:00,8.3,8.2,8.5,0.017,6.1,189.99,2.54,1561,186,5
FWx Martins Gulch,2020-02-01 4:15,8.3,,,,,,1.02,,,
FWx Martins Gulch,2020-02-01 4:30,8.2,,,,,,1.78,,,
FWx Martins Gulch,2020-02-01 4:45,8.3,,,,,,1.52,,,
FWx Martins Gulch,2020-02-01 5:00,8.2,8.2,8.3,0.015,5.84,191.52,1.52,1567,187,6
FWx Martins Gulch,2020-02-01 5:15,7.2,,,,,,0.25,,,
FWx Martins Gulch,2020-02-01 5:30,6.9,,,,,,0.76,,,
FWx Martins Gulch,2020-02-01 5:45,6.1,,,,,,0.51,,,
FWx Martins Gulch,2020-02-01 6:00,5.3,5.3,8.2,0.011,1.52,189.74,0,1569,186,2
FWx Martins Gulch,2020-02-01 6:15,4.7,,,,,,0,,,
FWx Martins Gulch,2020-02-01 6:30,4.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 6:45,4.1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 7:00,3.8,3.8,5.2,0.011,0,186.18,0,1570,184,1
FWx Martins Gulch,2020-02-01 7:15,3.7,,,,,,0,,,
FWx Martins Gulch,2020-02-01 7:30,3.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 7:45,3.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 8:00,3.2,3.2,3.8,0.012,0,181.36,0,1572,182,2
FWx Martins Gulch,2020-02-01 8:15,3.1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 8:30,3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 8:45,2.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 9:00,2.8,2.8,3.2,0.011,0,177.8,0,1571,177,-1
FWx Martins Gulch,2020-02-01 9:15,2.8,,,,,,0,,,
FWx Martins Gulch,2020-02-01 9:30,2.8,,,,,,0,,,
FWx Martins Gulch,2020-02-01 9:45,2.8,,,,,,0,,,
FWx Martins Gulch,2020-02-01 10:00,3.4,2.7,3.4,0.009,0,171.96,0,1572,173,1
FWx Martins Gulch,2020-02-01 10:15,3.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 10:30,3.2,,,,,,0,,,
FWx Martins Gulch,2020-02-01 10:45,3.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 11:00,3.9,3.2,3.9,0.008,0,164.09,0,1572,167,0
FWx Martins Gulch,2020-02-01 11:15,3.8,,,,,,0,,,
FWx Martins Gulch,2020-02-01 11:30,4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 11:45,3.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 12:00,4.3,3.8,4.3,0.006,0,160.78,0,1572,164,0
FWx Martins Gulch,2020-02-01 12:15,4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 12:30,3.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 12:45,3.2,,,,,,0,,,
FWx Martins Gulch,2020-02-01 13:00,3.7,3.1,4.3,0.007,0,160.27,0,1572,165,0
FWx Martins Gulch,2020-02-01 13:15,4.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 13:30,4.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 13:45,4.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 14:00,3.4,3.4,4.6,0.006,0,149.35,0,1572,152,0
FWx Martins Gulch,2020-02-01 14:15,3.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 14:30,3.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 14:45,2.7,,,,,,0,,,
FWx Martins Gulch,2020-02-01 15:00,2.2,2.1,3.7,0.009,0,133.86,0,1573,138,1
FWx Martins Gulch,2020-02-01 15:15,3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 15:30,2.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 15:45,1.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 16:00,1.1,1,3,0.009,0,122.68,0,1574,128,1
FWx Martins Gulch,2020-02-01 16:15,1.6,,,,,,0,,,
FWx Martins Gulch,2020-02-01 16:30,1.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 16:45,0.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 17:00,0.7,0.7,1.8,0.009,0,120.4,0,1575,127,1
FWx Martins Gulch,2020-02-01 17:15,0.6,,,,,,0,,,
FWx Martins Gulch,2020-02-01 17:30,0.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 17:45,0.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 18:00,0.5,0.4,0.7,0.01,0,118.62,0,1576,127,1
FWx Martins Gulch,2020-02-01 18:15,0.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 18:30,0.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 18:45,0.1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 19:00,0,0,0.5,0.01,0,103.13,0,1576,114,0
FWx Martins Gulch,2020-02-01 19:15,-0.1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 19:30,-0.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 19:45,-0.5,,,,,,0,,,
FWx Martins Gulch,2020-02-01 20:00,-0.6,-0.6,0,0.009,0,86.61,0,1577,95,1
FWx Martins Gulch,2020-02-01 20:15,-0.3,,,,,,0,,,
FWx Martins Gulch,2020-02-01 20:30,-0.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 20:45,-0.6,,,,,,0,,,
FWx Martins Gulch,2020-02-01 21:00,-0.8,-0.8,-0.3,0.01,0,73.66,0,1576,80,-1
FWx Martins Gulch,2020-02-01 21:15,-0.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 21:30,-1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 21:45,-1.1,,,,,,0,,,
FWx Martins Gulch,2020-02-01 22:00,-1.3,-1.3,-0.8,0.01,0,62.23,0,1577,71,1
FWx Martins Gulch,2020-02-01 22:15,-1.4,,,,,,0,,,
FWx Martins Gulch,2020-02-01 22:30,-1.6,,,,,,0,,,
FWx Martins Gulch,2020-02-01 22:45,-1.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 23:00,-2,-2,-1.3,0.011,0,50.55,0,1577,57,0
FWx Martins Gulch,2020-02-01 23:15,-1.9,,,,,,0,,,
FWx Martins Gulch,2020-02-01 23:30,-2,,,,,,0,,,
FWx Martins Gulch,2020-02-01 23:45,-2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 0:00,-2,-2.1,-1.8,0.011,0,38.86,0,1577,46,0
FWx Martins Gulch,2020-02-02 0:15,-2.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 0:30,-2.5,,,,,,0,,,
FWx Martins Gulch,2020-02-02 0:45,-2.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 1:00,-2.8,-2.8,-2,0.012,0,28.45,0,1578,36,1
FWx Martins Gulch,2020-02-02 1:15,-2.4,,,,,,0,,,
FWx Martins Gulch,2020-02-02 1:30,-2.2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 1:45,-2.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 2:00,-2.2,-2.7,-2.1,0.011,0,22.86,0,1578,32,0
FWx Martins Gulch,2020-02-02 2:15,-2.5,,,,,,0,,,
FWx Martins Gulch,2020-02-02 2:30,-2.2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 2:45,-2.2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 3:00,-2.1,-2.5,-2.1,0.013,0,13.46,0,1577,21,-1
FWx Martins Gulch,2020-02-02 3:15,-1.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 3:30,-1.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 3:45,-1.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 4:00,-2.1,-2.1,-1.8,0.012,0,7.37,0,1580,19,3
FWx Martins Gulch,2020-02-02 4:15,-2.3,,,,,,0,,,
FWx Martins Gulch,2020-02-02 4:30,-2.4,,,,,,0,,,
FWx Martins Gulch,2020-02-02 4:45,-2.5,,,,,,0,,,
FWx Martins Gulch,2020-02-02 5:00,-2.6,-2.6,-2.1,0.01,0,1.52,0,1581,14,1
FWx Martins Gulch,2020-02-02 5:15,-2.7,,,,,,0,,,
FWx Martins Gulch,2020-02-02 5:30,-2.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 5:45,-2.7,,,,,,0,,,
FWx Martins Gulch,2020-02-02 6:00,-3.2,-3.2,-2.6,0.012,0,0,0,1581,12,0
FWx Martins Gulch,2020-02-02 6:15,-3.2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 6:30,-3.4,,,,,,0,,,
FWx Martins Gulch,2020-02-02 6:45,-3.6,,,,,,0,,,
FWx Martins Gulch,2020-02-02 7:00,-3.8,-3.8,-3.2,0.012,0,0,0,1582,12,1
FWx Martins Gulch,2020-02-02 7:15,-3.7,,,,,,0,,,
FWx Martins Gulch,2020-02-02 7:30,-3.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 7:45,-3,,,,,,0,,,
FWx Martins Gulch,2020-02-02 8:00,-2.8,-3.9,-2.8,0.012,0,0,0,1584,12,2
FWx Martins Gulch,2020-02-02 8:15,-2.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 8:30,-1.2,,,,,,0,,,
FWx Martins Gulch,2020-02-02 8:45,-0.8,,,,,,0,,,
FWx Martins Gulch,2020-02-02 9:00,-0.5,-2.8,-0.5,0.013,0,0,0,1571,0,-13
FWx Martins Gulch,2020-02-02 9:15,0.4,,,,,,0,,,
FWx Martins Gulch,2020-02-02 9:30,1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 9:45,1.4,,,,,,0,,,
FWx Martins Gulch,2020-02-02 10:00,2,-0.4,2,0.006,0,0,0,1576,4,5
FWx Martins Gulch,2020-02-02 10:15,2.3,,,,,,0,,,
FWx Martins Gulch,2020-02-02 10:30,3.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 10:45,3.3,,,,,,0,,,
FWx Martins Gulch,2020-02-02 11:00,3.2,2,3.4,0.002,0,0,0,1576,4,0
FWx Martins Gulch,2020-02-02 11:15,3.1,,,,,,0,,,
FWx Martins Gulch,2020-02-02 11:30,2.7,,,,,,0,,,
