StationName,DateTime,Temp,TMin,TMax,SnowDep,Rn_1,Rn24,Rn15,Precip,Prec_24,Prec_1
Survey Mtn Wx,2019/07/23 19:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 19:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 19:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 20:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/23 20:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 20:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 20:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 21:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/23 21:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 21:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 21:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 22:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/23 22:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 22:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 22:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 23:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/23 23:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 23:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/23 23:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 00:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 00:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 00:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 00:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 01:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 01:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 01:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 01:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 02:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 02:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 02:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 02:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 03:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 03:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 03:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 03:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 04:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 04:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 04:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 04:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 05:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 05:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 05:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 05:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 06:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 06:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 06:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 06:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 07:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 07:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 07:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 07:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 08:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 08:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 08:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 08:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 09:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 09:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 09:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 09:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 10:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 10:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 10:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 10:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 11:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 11:15:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 11:30:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 11:45:00,,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 12:00:00,,,,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 12:15:00,56.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 12:30:00,55.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 12:45:00,56.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 13:00:00,56.2,55,57.4,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 13:15:00,14.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 13:30:00,14.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 13:45:00,15.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 14:00:00,16.9,14.2,56.6,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 14:15:00,16.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 14:30:00,17.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 14:45:00,17.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 15:00:00,17.2,16.2,18.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 15:15:00,18,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 15:30:00,16.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 15:45:00,16.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 16:00:00,17.3,16.5,18.3,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 16:15:00,16.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 16:30:00,16.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 16:45:00,15.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 17:00:00,16.8,15.7,17.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 17:15:00,17.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 17:30:00,17.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 17:45:00,17.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 18:00:00,16.5,16.5,18.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 18:15:00,16.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 18:30:00,15.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 18:45:00,14.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 19:00:00,13.8,13.8,16.5,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 19:15:00,13.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 19:30:00,12.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 19:45:00,12.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 20:00:00,12,12,13.8,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 20:15:00,11.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 20:30:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 20:45:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 21:00:00,11.8,11.8,12,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 21:15:00,11.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 21:30:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 21:45:00,11.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 22:00:00,12,11.7,12,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 22:15:00,11.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 22:30:00,11.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 22:45:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 23:00:00,11.7,11.5,12.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/24 23:15:00,11.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 23:30:00,12,,,0,,,0,,,
Survey Mtn Wx,2019/07/24 23:45:00,11.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 00:00:00,11.4,11.4,12,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 00:15:00,11.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 00:30:00,11.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 00:45:00,11.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 01:00:00,12,11.2,12,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 01:15:00,12.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 01:30:00,12.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 01:45:00,12.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 02:00:00,12.4,12,12.5,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 02:15:00,12,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 02:30:00,11.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 02:45:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 03:00:00,11.7,11.7,12.4,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 03:15:00,11.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 03:30:00,11.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 03:45:00,11.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 04:00:00,11.3,11.3,11.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 04:15:00,11.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 04:30:00,11.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 04:45:00,11.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 05:00:00,11.7,11.2,11.8,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 05:15:00,11.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 05:30:00,11.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 05:45:00,12.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 06:00:00,12.6,11.6,12.6,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 06:15:00,12.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 06:30:00,13.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 06:45:00,14.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 07:00:00,15.7,12.6,15.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 07:15:00,16.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 07:30:00,15.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 07:45:00,15.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 08:00:00,15.8,15.5,16.2,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 08:15:00,15.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 08:30:00,16,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 08:45:00,16.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 09:00:00,17.1,15.8,17.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 09:15:00,17.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 09:30:00,18.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 09:45:00,19,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 10:00:00,19.3,17,19.4,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 10:15:00,19.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 10:30:00,19.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 10:45:00,19.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 11:00:00,20.6,19.2,20.6,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 11:15:00,21.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 11:30:00,22.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 11:45:00,22.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 12:00:00,22.3,20.6,22.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 12:15:00,21.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 12:30:00,21.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 12:45:00,22.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 13:00:00,21.7,20.9,22.8,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 13:15:00,22.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 13:30:00,21.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 13:45:00,20.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 14:00:00,21.1,20.6,22.5,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 14:15:00,21.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 14:30:00,22.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 14:45:00,23,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 15:00:00,23.9,20.9,24,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 15:15:00,23.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 15:30:00,23.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 15:45:00,23,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 16:00:00,22,21.3,23.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 16:15:00,22.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 16:30:00,22.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 16:45:00,22.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 17:00:00,22.2,21.9,22.5,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 17:15:00,21.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 17:30:00,21.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 17:45:00,20.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 18:00:00,20.4,20.4,22.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 18:15:00,19.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 18:30:00,18.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 18:45:00,17.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 19:00:00,17,17,20.4,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 19:15:00,16.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 19:30:00,15.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 19:45:00,15.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 20:00:00,15.7,15.7,17,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 20:15:00,15.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 20:30:00,15,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 20:45:00,14.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 21:00:00,14.8,14.7,15.6,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 21:15:00,14.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 21:30:00,14.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 21:45:00,14.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 22:00:00,14.8,14.3,14.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 22:15:00,14.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 22:30:00,14.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 22:45:00,14.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 23:00:00,14.8,14.7,14.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/25 23:15:00,14.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 23:30:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/25 23:45:00,15.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 00:00:00,15,14.8,15.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 00:15:00,15,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 00:30:00,15,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 00:45:00,15,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 01:00:00,14.9,14.8,15.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 01:15:00,14.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 01:30:00,14.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 01:45:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 02:00:00,14.9,14.8,15,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 02:15:00,15.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 02:30:00,15,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 02:45:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 03:00:00,14.8,14.8,15.1,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 03:15:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 03:30:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 03:45:00,14.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 04:00:00,14.8,14.7,14.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 04:15:00,14.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 04:30:00,14.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 04:45:00,14.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 05:00:00,14,13.9,14.8,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 05:15:00,14,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 05:30:00,14.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 05:45:00,14.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 06:00:00,14.6,13.9,14.6,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 06:15:00,14.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 06:30:00,15.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 06:45:00,15.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 07:00:00,16.7,14.7,16.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 07:15:00,16.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 07:30:00,17,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 07:45:00,17.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 08:00:00,18,16.7,18,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 08:15:00,18.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 08:30:00,18.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 08:45:00,19,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 09:00:00,19.3,18,19.3,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 09:15:00,19.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 09:30:00,19.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 09:45:00,20.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 10:00:00,20.9,19.1,20.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 10:15:00,21,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 10:30:00,22.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 10:45:00,22.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 11:00:00,22.8,20.9,23,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 11:15:00,22.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 11:30:00,23.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 11:45:00,23,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 12:00:00,23,22.6,23.7,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 12:15:00,22.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 12:30:00,22.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 12:45:00,23.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 13:00:00,23.4,21.9,23.9,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 13:15:00,23.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 13:30:00,23.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 13:45:00,23.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 14:00:00,23,22.8,23.8,0,0,0,0,0,0,0
Survey Mtn Wx,2019/07/26 14:15:00,22.8,,,0,,,0.25,,,
Survey Mtn Wx,2019/07/26 14:30:00,23.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 14:45:00,23.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 15:00:00,22.8,22.7,23.5,0,0.25,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 15:15:00,22.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 15:30:00,21.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 15:45:00,22.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 16:00:00,21.7,21.1,22.6,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 16:15:00,20.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 16:30:00,20.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 16:45:00,19.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 17:00:00,19.4,19.2,21.6,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 17:15:00,18.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 17:30:00,18.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 17:45:00,18,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 18:00:00,16.9,16.8,19.5,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 18:15:00,17,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 18:30:00,16,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 18:45:00,15.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 19:00:00,14.7,14.7,17,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 19:15:00,14,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 19:30:00,13.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 19:45:00,13.2,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 20:00:00,13.1,13.1,14.7,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 20:15:00,13.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 20:30:00,13,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 20:45:00,12.9,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 21:00:00,12.8,12.8,13.1,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 21:15:00,12.8,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 21:30:00,12.7,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 21:45:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 22:00:00,12.6,12.6,12.8,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 22:15:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 22:30:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 22:45:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 23:00:00,12.6,12.6,12.6,0,0,0.25,0,0,0,0
Survey Mtn Wx,2019/07/26 23:15:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 23:30:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/26 23:45:00,12.6,,,0,,,0.25,,,
Survey Mtn Wx,2019/07/27 00:00:00,12.6,12.5,12.6,0,0.51,0.76,0.25,0,0,0
Survey Mtn Wx,2019/07/27 00:15:00,12.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 00:30:00,12.5,,,0,,,0.25,,,
Survey Mtn Wx,2019/07/27 00:45:00,12.4,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 01:00:00,12.3,12.3,12.6,0,0.25,1.02,0,0,0,0
Survey Mtn Wx,2019/07/27 01:15:00,12,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 01:30:00,11.5,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 01:45:00,10.6,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 02:00:00,10.4,10.4,12.2,0,0,1.02,0,1,1,1
Survey Mtn Wx,2019/07/27 02:15:00,10.3,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 02:30:00,10.1,,,0,,,0,,,
Survey Mtn Wx,2019/07/27 02:45:00,9.7,,,0,,,0,,,
